"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00014202","3203","Clayton Zeng","71","50+","New","1","1","1","33","2013-04-28","10","0","33","0.00"
"AW00014203","3204","Seth Rodriguez","72","50+","VIP","3","9","9","7082","2013-08-31","6","17","2360","416.59"
"AW00014204","3205","Chelsea Sara","55","50+","New","1","3","3","72","2013-01-28","1","0","72","0.00"
"AW00014205","3206","Wesley Wu","72","50+","New","1","1","1","33","2013-03-19","11","0","33","0.00"
"AW00014206","3207","Edwin West","72","50+","New","1","3","3","157","2014-01-09","1","0","157","0.00"
"AW00014207","3208","José Saraiva","71","50+","VIP","3","6","6","8361","2013-06-17","8","20","2787","418.05"
"AW00014208","3209","Eugene Xu","72","50+","New","2","7","7","117","2013-07-18","7","5","58","23.40"
"AW00014209","3210","Craig Ramos","44","40-49","New","3","4","4","194","2013-11-10","3","8","64","24.25"
"AW00014210","3211","Jenny Tang","42","40-49","VIP","3","5","5","5621","2013-08-28","6","12","1873","468.42"
"AW00014211","3212","Emma Bradley","38","30-39","New","3","7","7","5663","2013-08-05","7","11","1887","514.82"
"AW00014212","3213","Erick Madan","44","40-49","New","2","4","4","82","2013-06-08","8","0","41","0.00"
"AW00014213","3214","Autumn Guo","43","40-49","New","2","4","4","86","2013-11-11","3","6","43","14.33"
"AW00014214","3215","Robyn Munoz","44","40-49","New","3","7","7","5760","2013-08-04","7","11","1920","523.64"
"AW00014215","3216","Stacey Yang","44","40-49","New","3","8","8","5666","2013-07-31","7","11","1888","515.09"
"AW00014216","3217","Edwin Zheng","39","30-39","New","3","4","5","5654","2013-08-03","7","11","1884","514.00"
"AW00014217","3218","Terrance Lopez","39","30-39","New","2","5","5","139","2013-07-04","8","3","69","46.33"
"AW00014218","3219","Karl Kumar","40","40-49","VIP","3","8","9","5652","2013-08-18","6","12","1884","471.00"
"AW00014219","3220","Christy Ye","44","40-49","VIP","3","8","8","5744","2013-08-27","6","12","1914","478.67"
"AW00014220","3221","Latasha Romero","39","30-39","VIP","3","8","9","5696","2013-08-20","6","12","1898","474.67"
"AW00014221","3222","Glenn Zhao","47","40-49","New","2","4","4","82","2013-08-28","6","5","41","16.40"
"AW00014222","3223","Dawn Zhang","41","40-49","New","2","4","4","82","2013-12-14","2","3","41","27.33"
"AW00014223","3224","Larry Rubio","41","40-49","New","2","5","5","156","2013-06-17","8","0","78","0.00"
"AW00014224","3225","Tamara She","40","40-49","New","3","5","5","5621","2013-08-02","7","10","1873","562.10"
"AW00014225","3226","Alisha Chen","47","40-49","New","3","5","5","5604","2013-08-26","6","11","1868","509.45"
"AW00014226","3227","Heidi Mehta","47","40-49","VIP","3","6","6","5656","2013-09-06","6","12","1885","471.33"
"AW00014227","3228","Alison Xu","41","40-49","New","2","4","4","115","2013-12-12","2","9","57","12.78"
"AW00014228","3229","Arturo Raje","48","40-49","New","2","2","2","75","2014-01-08","1","8","37","9.38"
"AW00014229","3230","Allen Perez","48","40-49","New","2","2","2","75","2013-11-06","4","5","37","15.00"
"AW00014230","3231","Luis Coleman","48","40-49","VIP","3","7","7","5662","2013-09-26","5","12","1887","471.83"
"AW00014231","3232","Kari Sai","47","40-49","New","2","3","3","84","2013-07-25","7","5","42","16.80"
"AW00014232","3233","Omar Huang","42","40-49","New","2","3","3","77","2013-05-12","9","1","38","77.00"
"AW00014233","3234","Ricardo She","48","40-49","New","2","3","3","79","2013-07-26","7","0","39","0.00"
"AW00014234","3235","Gina Romero","49","40-49","VIP","3","6","6","5687","2013-09-22","5","12","1895","473.92"
"AW00014235","3236","Larry Alvarez","43","40-49","VIP","3","8","8","5682","2013-10-14","4","12","1894","473.50"
"AW00014236","3237","Abigail Richardson","43","40-49","VIP","3","7","7","5710","2013-10-26","4","13","1903","439.23"
"AW00014237","3238","Kate Andersen","43","40-49","New","2","5","5","90","2013-08-11","6","4","45","22.50"
"AW00014238","3239","Jay Gonzalez","49","40-49","VIP","3","7","7","5643","2013-10-20","4","13","1881","434.08"
"AW00014239","3240","Maria Peterson","78","50+","Regular","2","2","2","3295","2013-06-02","9","12","1647","274.58"
"AW00014240","3241","Caroline Foster","78","50+","Regular","2","6","6","3391","2013-06-27","8","13","1695","260.85"
"AW00014241","3242","Grace Wood","77","50+","New","1","3","3","85","2013-07-31","7","0","85","0.00"
"AW00014242","3243","Rafael Ye","77","50+","New","2","4","4","3351","2013-06-03","9","11","1675","304.64"
"AW00014243","3244","Gregory Winston","71","50+","New","1","2","2","72","2013-04-06","11","0","72","0.00"
"AW00014244","3245","Jennifer Griffin","66","50+","New","3","5","5","155","2013-12-20","2","8","51","19.38"
"AW00014245","3246","Ana Russell","76","50+","New","1","2","2","57","2013-01-30","1","0","57","0.00"
"AW00014246","3247","Devin Garcia","72","50+","New","1","2","2","72","2013-03-02","0","0","72","0.00"
"AW00014247","3248","Hunter Allen","77","50+","New","1","3","3","81","2014-01-10","1","0","81","0.00"
"AW00014248","3249","Misty Tang","77","50+","New","1","2","2","57","2013-09-24","5","0","57","0.00"
"AW00014249","3250","Eduardo Thomas","77","50+","New","1","3","3","96","2013-05-30","9","0","96","0.00"
"AW00014250","3251","Adam Collins","77","50+","New","1","2","2","31","2013-08-30","6","0","31","0.00"
"AW00014251","3252","Alex Brooks","77","50+","New","1","2","2","72","2013-11-06","4","0","72","0.00"
"AW00014252","3253","Destiny Cook","76","50+","New","1","3","3","96","2013-12-20","2","0","96","0.00"
"AW00014253","3254","Eduardo Scott","75","50+","Regular","2","6","6","3394","2013-06-11","8","12","1697","282.83"
"AW00014254","3255","Tabitha Gill","76","50+","New","1","3","3","81","2013-07-02","8","0","81","0.00"
"AW00014255","3256","Jonathan Jackson","76","50+","Regular","2","4","4","3379","2013-06-11","8","12","1689","281.58"
"AW00014256","3257","Elizabeth Robinson","76","50+","New","2","3","3","3342","2013-06-10","8","11","1671","303.82"
"AW00014257","3258","James Carter","76","50+","New","1","2","2","86","2013-08-19","6","0","86","0.00"
"AW00014258","3259","Haley Foster","75","50+","New","1","3","3","81","2014-01-24","1","0","81","0.00"
"AW00014259","3260","Antonio Flores","66","50+","New","3","4","4","3630","2013-09-14","5","11","1210","330.00"
"AW00014260","3261","Frank Ruiz","65","50+","New","3","6","6","3715","2013-09-01","6","11","1238","337.73"
"AW00014261","3262","Meredith Subram","66","50+","VIP","3","5","5","5654","2013-11-16","3","14","1884","403.86"
"AW00014262","3263","Jon He","60","50+","VIP","3","6","6","5652","2013-12-07","3","15","1884","376.80"
"AW00014263","3264","Nina Lal","65","50+","VIP","3","4","5","5648","2013-12-11","2","15","1882","376.53"
"AW00014264","3265","Karl Lal","65","50+","New","3","7","7","5217","2013-09-03","6","11","1739","474.27"
"AW00014265","3266","Garrett Bell","44","40-49","New","5","9","9","215","2014-01-05","2","6","43","35.83"
"AW00014266","3267","Cory Patel","44","40-49","New","1","2","2","57","2013-02-27","0","0","57","0.00"
"AW00014267","3268","Lauren Wood","43","40-49","Regular","2","4","4","2786","2013-10-12","4","16","1393","174.13"
"AW00014268","3269","Isabella Roberts","39","30-39","Regular","2","3","3","2736","2013-10-27","4","16","1368","171.00"
"AW00014269","3270","Tony She","43","40-49","New","1","2","2","86","2013-09-23","5","0","86","0.00"
"AW00014270","3271","James Ross","44","40-49","New","2","4","4","1793","2013-05-11","9","10","896","179.30"
"AW00014271","3272","Lucas Wright","45","40-49","New","1","1","1","22","2013-03-08","11","0","22","0.00"
"AW00014272","3273","Sydney Ward","45","40-49","Regular","2","5","5","2765","2013-10-11","4","16","1382","172.81"
"AW00014273","3274","Angel Parker","40","40-49","New","1","2","2","72","2013-09-06","6","0","72","0.00"
"AW00014274","3275","Edward Williams","43","40-49","New","3","6","6","122","2013-12-29","2","8","40","15.25"
"AW00014275","3276","Arthur Prasad","64","50+","VIP","3","6","6","5158","2013-09-26","5","12","1719","429.83"
"AW00014276","3277","Melody Suarez","64","50+","New","3","8","11","5258","2013-08-29","6","11","1752","478.00"
"AW00014277","3278","Jerry She","57","50+","New","3","5","5","5196","2013-09-06","6","11","1732","472.36"
"AW00014278","3279","Olivia Sanchez","55","50+","New","2","5","5","178","2013-08-24","6","1","89","178.00"
"AW00014279","3280","Taylor Barnes","55","50+","VIP","3","6","7","5137","2013-09-24","5","12","1712","428.08"
"AW00014280","3281","Isaac Oliver","46","40-49","New","1","2","2","57","2013-04-20","10","0","57","0.00"
"AW00014281","3282","Daniel Wilson","46","40-49","New","2","7","7","4746","2013-09-14","5","4","2373","1186.50"
"AW00014282","3283","Brianna Lewis","45","40-49","New","5","9","9","195","2014-01-09","1","10","39","19.50"
"AW00014283","3284","Seth Simmons","39","30-39","New","2","3","3","1799","2013-05-23","9","11","899","163.55"
"AW00014284","3285","Wyatt Anderson","45","40-49","New","2","2","2","1769","2013-05-20","9","11","884","160.82"
"AW00014285","3286","Taylor Hughes","39","30-39","New","2","3","3","1804","2013-05-07","10","11","902","164.00"
"AW00014286","3287","Kristine Hernandez","60","50+","New","3","7","7","5234","2013-09-03","6","11","1744","475.82"
"AW00014287","3288","Derek Xie","49","40-49","New","3","4","4","5141","2013-08-29","6","11","1713","467.36"
"AW00014288","3289","Christina Ramirez","53","50+","Regular","2","4","4","3351","2013-06-17","8","12","1675","279.25"
"AW00014289","3290","Jessica Martinez","53","50+","Regular","2","5","5","3376","2013-06-12","8","12","1688","281.33"
"AW00014290","3291","Jonathan Wilson","62","50+","New","2","4","4","3377","2013-06-23","8","11","1688","307.00"
"AW00014291","3292","Tyler White","62","50+","New","3","8","8","259","2013-08-16","6","6","86","43.17"
"AW00014292","3293","Isabella Ross","56","50+","New","2","4","4","3319","2013-06-26","8","11","1659","301.73"
"AW00014293","3294","Kyle Campbell","62","50+","New","1","2","2","46","2013-08-18","6","0","46","0.00"
"AW00014294","3295","Steven Gray","61","50+","New","1","3","3","81","2013-04-25","10","0","81","0.00"
"AW00014295","3296","Hannah Thomas","62","50+","New","1","2","2","57","2013-05-28","9","0","57","0.00"
"AW00014296","3297","Benjamin Russell","62","50+","New","1","4","4","46","2013-05-28","9","0","46","0.00"
"AW00014297","3298","Kristin Raji","62","50+","New","2","4","4","3335","2013-06-28","8","11","1667","303.18"
"AW00014298","3299","Kaitlyn Jenkins","62","50+","New","2","5","5","3365","2013-06-21","8","11","1682","305.91"
"AW00014299","3300","Jermaine Chandra","52","50+","New","3","3","3","5108","2013-09-05","6","11","1702","464.36"
"AW00014300","3301","Colin He","52","50+","VIP","3","8","8","5322","2013-09-28","5","12","1774","443.50"
"AW00014301","3302","Ruben Vazquez","57","50+","VIP","3","4","4","5142","2013-09-21","5","12","1714","428.50"
"AW00014302","3303","April Beck","57","50+","VIP","3","5","5","5140","2013-09-10","5","12","1713","428.33"
"AW00014303","3304","Briana Ramos","57","50+","Regular","3","5","5","3636","2013-09-20","5","12","1212","303.00"
"AW00014304","3305","Jacquelyn Jimenez","52","50+","Regular","3","4","4","3595","2013-10-21","4","12","1198","299.58"
"AW00014305","3306","Brendan Shen","57","50+","Regular","3","7","7","3651","2013-10-05","5","12","1217","304.25"
"AW00014306","3307","Byron Ramos","58","50+","Regular","3","6","6","3652","2013-10-01","5","12","1217","304.33"
"AW00014307","3308","Ross Perez","58","50+","New","3","5","5","196","2013-07-15","7","4","65","49.00"
"AW00014308","3309","Marie Ramos","42","40-49","New","3","6","7","5140","2013-09-06","6","11","1713","467.27"
"AW00014309","3310","Orlando Sanz","53","50+","New","2","3","3","99","2013-11-04","4","8","49","12.38"
"AW00014310","3311","Jon Zeng","47","40-49","New","3","8","9","5200","2013-09-15","5","11","1733","472.73"
"AW00014311","3312","Erik Alvarez","42","40-49","New","2","5","5","138","2013-08-11","6","5","69","27.60"
"AW00014312","3313","Claudia Lin","58","50+","New","3","4","4","191","2013-08-04","7","5","63","38.20"
"AW00014313","3314","Christian Smith","58","50+","New","3","7","7","223","2013-11-21","3","3","74","74.33"
"AW00014314","3315","Katherine Cooper","54","50+","New","2","5","5","123","2013-08-09","6","1","61","123.00"
"AW00014315","3316","Carl Chander","55","50+","New","2","5","5","109","2013-10-05","5","5","54","21.80"
"AW00014316","3317","Leonard Anand","57","50+","Regular","3","9","10","3796","2013-10-25","4","13","1265","292.00"
"AW00014317","3318","Steve Liang","57","50+","New","2","4","4","81","2013-11-08","3","9","40","9.00"
"AW00014318","3319","Seth Rogers","56","50+","New","2","5","5","138","2013-08-25","6","5","69","27.60"
"AW00014319","3320","Renee Sanz","56","50+","New","2","5","5","138","2013-12-05","3","5","69","27.60"
"AW00014320","3321","Amy Hu","53","50+","New","2","6","6","262","2013-09-18","5","2","131","131.00"
"AW00014321","3322","Jackson Evans","55","50+","New","2","3","3","77","2014-01-25","1","2","38","38.50"
"AW00014322","3323","Sydney Thomas","61","50+","VIP","3","3","3","5111","2013-09-09","5","12","1703","425.92"
"AW00014323","3324","Colin Tang","61","50+","VIP","3","7","7","5221","2013-09-24","5","12","1740","435.08"
"AW00014324","3325","Jessie Alvarez","62","50+","VIP","3","3","4","5121","2013-09-16","5","12","1707","426.75"
"AW00014325","3326","Crystal Li","62","50+","VIP","3","6","7","5152","2013-10-18","4","12","1717","429.33"
"AW00014326","3327","Joe Perez","62","50+","VIP","3","8","8","5207","2013-10-13","4","13","1735","400.54"
"AW00014327","3328","Kyle Butler","43","40-49","New","1","3","3","32","2013-11-18","3","0","32","0.00"
"AW00014328","3329","Andrea Rogers","43","40-49","New","5","14","15","308","2013-10-03","5","7","61","44.00"
"AW00014329","3330","Holly Sanchez","43","40-49","New","1","4","4","92","2013-01-28","1","0","92","0.00"
"AW00014330","3331","Matthew Harris","42","40-49","New","1","4","4","806","2013-05-14","9","0","806","0.00"
"AW00014331","3332","Timothy Murphy","39","30-39","New","1","2","2","57","2013-09-23","5","0","57","0.00"
"AW00014332","3333","Jade Rogers","39","30-39","New","4","6","6","102","2013-08-30","6","2","25","51.00"
"AW00014333","3334","Bobby Suri","39","30-39","New","1","3","3","81","2013-11-27","3","0","81","0.00"
"AW00014334","3335","Patrick Murphy","39","30-39","New","2","4","4","1848","2013-05-12","9","9","924","205.33"
"AW00014335","3336","Allison Cox","40","40-49","New","2","3","3","1804","2013-05-29","9","10","902","180.40"
"AW00014336","3337","Gabriel Baker","41","40-49","New","2","4","4","1893","2013-05-14","9","10","946","189.30"
"AW00014337","3338","Olivia Coleman","41","40-49","New","2","6","6","1814","2013-05-13","9","9","907","201.56"
"AW00014338","3339","Natalie Taylor","41","40-49","New","1","5","5","828","2013-05-17","9","0","828","0.00"
"AW00014339","3340","Brandy Suri","41","40-49","New","1","4","4","72","2013-02-12","0","0","72","0.00"
"AW00014340","3341","Miranda Butler","42","40-49","New","1","1","1","22","2014-01-05","2","0","22","0.00"
"AW00014341","3342","Sean Sanders","39","30-39","New","4","14","14","244","2014-01-22","1","6","61","40.67"
"AW00014342","3343","Beth Ruiz","40","40-49","New","2","3","3","1804","2013-05-20","9","9","902","200.44"
"AW00014343","3344","Xavier Turner","40","40-49","New","2","3","3","1839","2013-05-01","10","8","919","229.88"
"AW00014344","3345","Kurt Xie","79","50+","New","2","5","5","127","2013-12-22","2","8","63","15.88"
"AW00014345","3346","Kristi Rodriguez","79","50+","Regular","3","5","5","3639","2013-12-17","2","15","1213","242.60"
"AW00014346","3347","Evelyn Perez","78","50+","Regular","3","3","3","3582","2013-12-01","3","14","1194","255.86"
"AW00014347","3348","Tara Goel","78","50+","New","2","4","4","2899","2013-07-16","7","9","1449","322.11"
"AW00014348","3349","Alex Scott","76","50+","New","2","5","5","2988","2013-07-23","7","10","1494","298.80"
"AW00014349","3350","Nicole Griffin","43","40-49","New","1","2","2","57","2013-09-11","5","0","57","0.00"
"AW00014350","3351","Emily Moore","43","40-49","New","1","4","4","72","2013-09-18","5","0","72","0.00"
"AW00014351","3352","Riley Gray","43","40-49","New","1","2","2","57","2013-03-20","11","0","57","0.00"
"AW00014352","3353","Melissa Butler","38","30-39","New","1","2","2","86","2013-07-10","7","0","86","0.00"
"AW00014353","3354","Erin Reed","44","40-49","New","3","8","8","129","2013-04-05","11","0","43","0.00"
"AW00014354","3355","Seth Green","45","40-49","Regular","2","3","3","2755","2013-10-30","4","14","1377","196.79"
"AW00014355","3356","Ian King","45","40-49","New","2","3","3","1804","2013-05-14","9","9","902","200.44"
"AW00014356","3357","Isabella Baker","46","40-49","New","2","4","4","3352","2013-06-06","9","9","1676","372.44"
